User ID,Timestamp,Channel,Campaign,Conversion,Date
82557,2025-02-11 15:19:57,Social Media,Retargeting,No,2025-02-11
84567,2025-02-10 09:00:34,Referral,Winter Sale,Yes,2025-02-10
91876,2025-02-11 13:04:47,Search Ads,Discount Offer,Yes,2025-02-11
71570,2025-02-10 13:32:04,Search Ads,New Product Launch,No,2025-02-10
55829,2025-02-10 08:29:40,Social Media,Winter Sale,Yes,2025-02-10
57951,2025-02-11 03:18:06,Social Media,New Product Launch,No,2025-02-11
62979,2025-02-10 06:44:43,Referral,Retargeting,Yes,2025-02-10
23621,2025-02-11 22:48:31,Display Ads,Brand Awareness,Yes,2025-02-11
72741,2025-02-11 02:13:03,Social Media,Brand Awareness,Yes,2025-02-11
81974,2025-02-11 10:29:58,Direct Traffic,-,No,2025-02-11
73459,2025-02-10 17:00:40,Search Ads,Winter Sale,Yes,2025-02-10
66042,2025-02-11 06:19:42,Social Media,Brand Awareness,No,2025-02-11
86406,2025-02-11 20:42:34,Email,Discount Offer,Yes,2025-02-11
96142,2025-02-11 05:59:24,Search Ads,Retargeting,Yes,2025-02-11
34935,2025-02-10 10:16:04,Social Media,Retargeting,No,2025-02-10
37122,2025-02-11 16:21:21,Social Media,Discount Offer,Yes,2025-02-11
25959,2025-02-10 23:32:32,Social Media,-,No,2025-02-10
59482,2025-02-11 08:16:23,Display Ads,Winter Sale,No,2025-02-11
39364,2025-02-10 21:01:07,Email,Discount Offer,No,2025-02-10
86814,2025-02-10 07:48:39,Social Media,Retargeting,No,2025-02-10
13584,2025-02-10 19:55:50,Email,Brand Awareness,Yes,2025-02-10
71410,2025-02-11 10:14:21,Direct Traffic,-,No,2025-02-11
52130,2025-02-10 01:05:27,Social Media,New Product Launch,No,2025-02-10
76743,2025-02-10 06:44:42,Display Ads,New Product Launch,No,2025-02-10
44498,2025-02-11 05:21:50,Email,Winter Sale,Yes,2025-02-11
49913,2025-02-10 15:42:37,Email,Retargeting,Yes,2025-02-10
25787,2025-02-11 20:21:08,Direct Traffic,-,No,2025-02-11
92234,2025-02-11 01:33:46,Display Ads,Retargeting,No,2025-02-11
98517,2025-02-11 07:53:44,Direct Traffic,-,No,2025-02-11
61146,2025-02-11 16:47:14,Social Media,New Product Launch,No,2025-02-11
65922,2025-02-10 12:39:55,Social Media,Retargeting,No,2025-02-10
45681,2025-02-10 02:08:50,Referral,Retargeting,No,2025-02-10
50311,2025-02-10 06:36:12,Display Ads,Brand Awareness,Yes,2025-02-10
64153,2025-02-10 19:45:55,Social Media,New Product Launch,No,2025-02-10
75557,2025-02-11 21:47:29,Social Media,-,Yes,2025-02-11
49007,2025-02-11 11:15:24,Social Media,Retargeting,No,2025-02-11
66454,2025-02-11 23:46:51,Social Media,New Product Launch,No,2025-02-11
71292,2025-02-10 03:58:17,Display Ads,Discount Offer,Yes,2025-02-10
95840,2025-02-10 00:05:32,Referral,Brand Awareness,Yes,2025-02-10
29113,2025-02-10 17:54:37,Social Media,Winter Sale,No,2025-02-10
73412,2025-02-11 22:50:30,Display Ads,New Product Launch,No,2025-02-11
67914,2025-02-10 19:40:28,Email,Discount Offer,No,2025-02-10
10925,2025-02-11 17:49:56,Search Ads,-,Yes,2025-02-11
23671,2025-02-11 22:23:07,Referral,Discount Offer,No,2025-02-11
75201,2025-02-10 14:12:57,Display Ads,-,No,2025-02-10
75201,2025-02-11 17:05:25,Social Media,Discount Offer,No,2025-02-11
66758,2025-02-11 17:40:34,Referral,Brand Awareness,No,2025-02-11
11416,2025-02-11 08:33:05,Referral,Brand Awareness,Yes,2025-02-11
14798,2025-02-11 18:11:45,Email,-,Yes,2025-02-11
49220,2025-02-10 03:26:12,Search Ads,-,Yes,2025-02-10
36731,2025-02-11 05:04:13,Search Ads,Brand Awareness,No,2025-02-11
18589,2025-02-11 00:49:13,Referral,Retargeting,No,2025-02-11
60345,2025-02-11 05:37:55,Referral,Brand Awareness,No,2025-02-11
62212,2025-02-10 02:11:22,Referral,Winter Sale,Yes,2025-02-10
25539,2025-02-11 22:30:20,Search Ads,Retargeting,No,2025-02-11
82166,2025-02-11 13:27:05,Email,Discount Offer,Yes,2025-02-11
54821,2025-02-11 14:49:41,Display Ads,Winter Sale,No,2025-02-11
80259,2025-02-11 21:28:42,Email,Winter Sale,Yes,2025-02-11
21944,2025-02-10 10:32:06,Display Ads,Discount Offer,Yes,2025-02-10
74464,2025-02-11 08:02:00,Search Ads,-,No,2025-02-11
16758,2025-02-10 01:13:35,Display Ads,New Product Launch,No,2025-02-10
89362,2025-02-10 07:58:03,Email,New Product Launch,Yes,2025-02-10
80368,2025-02-11 21:46:25,Search Ads,Retargeting,No,2025-02-11
78514,2025-02-10 16:03:02,Email,Winter Sale,No,2025-02-10
94024,2025-02-10 09:02:35,Display Ads,Winter Sale,No,2025-02-10
25369,2025-02-11 09:22:42,Email,Brand Awareness,No,2025-02-11
86406,2025-02-10 13:59:14,Email,Retargeting,No,2025-02-10
23209,2025-02-10 16:02:21,Social Media,-,Yes,2025-02-10
60345,2025-02-10 10:10:52,Referral,Retargeting,No,2025-02-10
39572,2025-02-11 21:10:42,Direct Traffic,-,No,2025-02-11
88187,2025-02-10 08:47:19,Direct Traffic,-,No,2025-02-10
27767,2025-02-11 19:58:29,Referral,Brand Awareness,Yes,2025-02-11
55894,2025-02-10 14:50:27,Search Ads,Brand Awareness,Yes,2025-02-10
16386,2025-02-11 09:21:53,Display Ads,Retargeting,Yes,2025-02-11
81470,2025-02-10 11:21:36,Direct Traffic,-,No,2025-02-10
60571,2025-02-11 18:00:38,Social Media,New Product Launch,No,2025-02-11
16062,2025-02-11 01:59:07,Email,Brand Awareness,No,2025-02-11
13090,2025-02-11 22:47:54,Referral,Discount Offer,Yes,2025-02-11
11257,2025-02-10 22:01:51,Email,-,Yes,2025-02-10
44288,2025-02-11 08:19:17,Search Ads,Winter Sale,No,2025-02-11
45310,2025-02-10 12:13:04,Referral,Winter Sale,Yes,2025-02-10
74772,2025-02-10 21:10:17,Display Ads,Winter Sale,Yes,2025-02-10
23332,2025-02-11 03:00:40,Search Ads,Retargeting,No,2025-02-11
38349,2025-02-10 23:07:17,Search Ads,Discount Offer,Yes,2025-02-10
24161,2025-02-10 00:25:58,Search Ads,Winter Sale,No,2025-02-10
30544,2025-02-11 12:34:51,Referral,Discount Offer,Yes,2025-02-11
78882,2025-02-10 14:36:59,Referral,-,No,2025-02-10
73055,2025-02-10 09:59:53,Referral,Retargeting,Yes,2025-02-10
91966,2025-02-10 13:02:32,Display Ads,Winter Sale,No,2025-02-10
71094,2025-02-11 21:59:52,Search Ads,Brand Awareness,No,2025-02-11
46988,2025-02-11 08:00:01,Search Ads,New Product Launch,No,2025-02-11
34641,2025-02-11 00:32:28,Display Ads,Winter Sale,Yes,2025-02-11
31723,2025-02-11 09:42:32,Search Ads,Brand Awareness,Yes,2025-02-11
73311,2025-02-11 12:38:57,Social Media,-,No,2025-02-11
30136,2025-02-10 23:26:08,Search Ads,New Product Launch,No,2025-02-10
75201,2025-02-11 15:31:33,Direct Traffic,-,No,2025-02-11
13403,2025-02-11 18:16:43,Search Ads,Winter Sale,No,2025-02-11
87851,2025-02-11 05:47:34,Email,-,Yes,2025-02-11
90546,2025-02-10 00:32:52,Email,New Product Launch,No,2025-02-10
32477,2025-02-11 19:37:21,Referral,-,No,2025-02-11
90848,2025-02-11 20:49:38,Referral,Discount Offer,Yes,2025-02-11
33822,2025-02-11 14:06:03,Referral,New Product Launch,Yes,2025-02-11
54741,2025-02-10 01:38:52,Search Ads,New Product Launch,Yes,2025-02-10
51554,2025-02-10 08:30:37,Email,Retargeting,No,2025-02-10
40090,2025-02-11 23:26:27,Email,Winter Sale,Yes,2025-02-11
85643,2025-02-11 21:01:36,Display Ads,-,Yes,2025-02-11
28912,2025-02-10 17:22:29,Direct Traffic,-,Yes,2025-02-10
61177,2025-02-11 19:14:31,Display Ads,Brand Awareness,No,2025-02-11
84915,2025-02-11 04:41:10,Display Ads,Discount Offer,Yes,2025-02-11
53151,2025-02-11 08:41:05,Social Media,Discount Offer,Yes,2025-02-11
32550,2025-02-10 13:06:37,Display Ads,Discount Offer,Yes,2025-02-10
29440,2025-02-11 21:50:37,Direct Traffic,-,No,2025-02-11
22407,2025-02-10 15:12:28,Direct Traffic,-,No,2025-02-10
37332,2025-02-11 03:34:59,Direct Traffic,-,Yes,2025-02-11
15978,2025-02-10 01:45:55,Referral,Brand Awareness,No,2025-02-10
63551,2025-02-10 21:53:22,Social Media,Winter Sale,Yes,2025-02-10
63781,2025-02-10 22:02:05,Social Media,New Product Launch,Yes,2025-02-10
75302,2025-02-11 15:51:09,Search Ads,Retargeting,Yes,2025-02-11
51208,2025-02-11 13:07:25,Social Media,-,No,2025-02-11
60001,2025-02-10 04:06:45,Direct Traffic,-,Yes,2025-02-10
74350,2025-02-10 04:30:52,Search Ads,Discount Offer,No,2025-02-10
81711,2025-02-10 18:39:50,Social Media,-,No,2025-02-10
74513,2025-02-11 01:12:45,Direct Traffic,-,No,2025-02-11
93964,2025-02-11 00:23:55,Search Ads,New Product Launch,No,2025-02-11
32120,2025-02-10 08:39:00,Email,Brand Awareness,Yes,2025-02-10
83254,2025-02-10 16:22:21,Email,-,Yes,2025-02-10
52438,2025-02-11 11:38:14,Display Ads,Winter Sale,Yes,2025-02-11
92200,2025-02-10 18:04:36,Display Ads,Discount Offer,No,2025-02-10
30820,2025-02-11 14:49:19,Referral,Brand Awareness,No,2025-02-11
74223,2025-02-11 05:10:49,Search Ads,-,No,2025-02-11
13737,2025-02-11 00:26:20,Direct Traffic,-,Yes,2025-02-11
78752,2025-02-10 21:03:35,Email,Winter Sale,Yes,2025-02-10
55355,2025-02-10 23:32:58,Display Ads,Discount Offer,No,2025-02-10
24634,2025-02-10 13:14:28,Display Ads,-,Yes,2025-02-10
10654,2025-02-10 03:50:37,Search Ads,Winter Sale,No,2025-02-10
74534,2025-02-11 13:09:37,Email,Winter Sale,No,2025-02-11
72118,2025-02-11 04:17:17,Search Ads,Discount Offer,No,2025-02-11
31134,2025-02-10 02:13:29,Search Ads,Retargeting,No,2025-02-10
32651,2025-02-11 23:30:39,Referral,Winter Sale,No,2025-02-11
18301,2025-02-11 14:22:45,Referral,Discount Offer,No,2025-02-11
12863,2025-02-11 16:17:39,Email,Winter Sale,Yes,2025-02-11
59482,2025-02-11 07:04:04,Email,Winter Sale,Yes,2025-02-11
47775,2025-02-11 13:27:04,Direct Traffic,-,Yes,2025-02-11
30977,2025-02-10 23:51:06,Referral,-,No,2025-02-10
86886,2025-02-10 04:02:10,Direct Traffic,-,No,2025-02-10
39101,2025-02-11 14:19:09,Social Media,Brand Awareness,No,2025-02-11
31021,2025-02-10 00:58:27,Social Media,Winter Sale,Yes,2025-02-10
26253,2025-02-10 07:32:17,Direct Traffic,-,Yes,2025-02-10
57396,2025-02-11 01:01:34,Email,Retargeting,No,2025-02-11
13528,2025-02-10 17:01:33,Social Media,Discount Offer,No,2025-02-10
73762,2025-02-11 21:59:37,Direct Traffic,-,No,2025-02-11
27774,2025-02-10 20:30:37,Referral,Retargeting,Yes,2025-02-10
11107,2025-02-10 23:07:49,Social Media,Brand Awareness,Yes,2025-02-10
87938,2025-02-10 17:21:58,Referral,Retargeting,No,2025-02-10
28144,2025-02-10 00:50:07,Referral,Winter Sale,No,2025-02-10
49207,2025-02-11 09:54:41,Referral,Retargeting,Yes,2025-02-11
65497,2025-02-10 09:30:43,Search Ads,Brand Awareness,Yes,2025-02-10
96629,2025-02-11 06:41:19,Email,-,No,2025-02-11
57726,2025-02-10 02:16:04,Display Ads,Discount Offer,Yes,2025-02-10
58481,2025-02-11 05:27:45,Referral,Discount Offer,Yes,2025-02-11
70698,2025-02-10 13:18:32,Email,-,No,2025-02-10
44295,2025-02-11 16:15:25,Display Ads,-,Yes,2025-02-11
17329,2025-02-10 23:06:31,Direct Traffic,-,No,2025-02-10
82701,2025-02-10 12:37:11,Direct Traffic,-,No,2025-02-10
57627,2025-02-10 09:48:00,Social Media,Brand Awareness,Yes,2025-02-10
33991,2025-02-11 03:34:52,Social Media,Winter Sale,Yes,2025-02-11
95948,2025-02-11 22:08:52,Direct Traffic,-,No,2025-02-11
85643,2025-02-10 06:30:09,Display Ads,Brand Awareness,Yes,2025-02-10
22861,2025-02-11 10:28:48,Search Ads,Winter Sale,Yes,2025-02-11
53902,2025-02-10 22:12:44,Search Ads,Winter Sale,No,2025-02-10
30155,2025-02-11 15:43:38,Search Ads,Retargeting,Yes,2025-02-11
64847,2025-02-11 23:07:39,Email,New Product Launch,Yes,2025-02-11
27556,2025-02-10 20:39:51,Referral,-,No,2025-02-10
16893,2025-02-10 18:57:54,Referral,Discount Offer,Yes,2025-02-10
48099,2025-02-11 19:38:04,Direct Traffic,-,No,2025-02-11
39056,2025-02-11 03:25:17,Search Ads,Brand Awareness,Yes,2025-02-11
34935,2025-02-11 18:50:18,Social Media,Winter Sale,Yes,2025-02-11
55905,2025-02-10 12:22:16,Direct Traffic,-,Yes,2025-02-10
94174,2025-02-11 05:52:55,Display Ads,Discount Offer,No,2025-02-11
46050,2025-02-11 04:32:58,Referral,Retargeting,Yes,2025-02-11
34737,2025-02-11 22:32:04,Search Ads,Winter Sale,Yes,2025-02-11
55737,2025-02-10 00:41:22,Search Ads,-,No,2025-02-10
72645,2025-02-11 00:39:54,Direct Traffic,-,Yes,2025-02-11
71938,2025-02-10 17:05:31,Direct Traffic,-,No,2025-02-10
89685,2025-02-11 09:07:01,Display Ads,Winter Sale,No,2025-02-11
88094,2025-02-11 13:56:56,Email,Retargeting,No,2025-02-11
13004,2025-02-11 05:31:36,Email,Retargeting,Yes,2025-02-11
86706,2025-02-10 05:04:22,Search Ads,Discount Offer,Yes,2025-02-10
49394,2025-02-11 09:52:15,Email,Brand Awareness,Yes,2025-02-11
70378,2025-02-11 14:11:23,Email,-,No,2025-02-11
24845,2025-02-10 00:04:28,Search Ads,Retargeting,No,2025-02-10
76601,2025-02-11 21:46:08,Display Ads,Discount Offer,No,2025-02-11
53707,2025-02-10 10:51:45,Display Ads,-,Yes,2025-02-10
80623,2025-02-10 07:29:10,Display Ads,Brand Awareness,Yes,2025-02-10
24771,2025-02-11 09:42:08,Search Ads,New Product Launch,Yes,2025-02-11
51399,2025-02-11 17:48:05,Direct Traffic,-,Yes,2025-02-11
47957,2025-02-11 08:35:15,Search Ads,Discount Offer,Yes,2025-02-11
41962,2025-02-11 10:39:20,Display Ads,Winter Sale,Yes,2025-02-11
17478,2025-02-11 02:44:50,Display Ads,-,Yes,2025-02-11
20124,2025-02-10 08:37:24,Direct Traffic,-,No,2025-02-10
24576,2025-02-10 10:59:52,Social Media,Brand Awareness,No,2025-02-10
82038,2025-02-11 05:35:11,Direct Traffic,-,No,2025-02-11
89467,2025-02-11 15:21:04,Email,Discount Offer,Yes,2025-02-11
20853,2025-02-11 20:32:18,Referral,New Product Launch,No,2025-02-11
32562,2025-02-11 16:22:32,Email,Brand Awareness,No,2025-02-11
98843,2025-02-10 22:29:58,Social Media,Discount Offer,Yes,2025-02-10
56968,2025-02-11 02:36:22,Display Ads,Winter Sale,Yes,2025-02-11
99018,2025-02-10 04:06:02,Referral,Brand Awareness,Yes,2025-02-10
23018,2025-02-11 23:03:42,Search Ads,New Product Launch,Yes,2025-02-11
83286,2025-02-11 17:50:13,Referral,Discount Offer,Yes,2025-02-11
86974,2025-02-11 13:13:55,Display Ads,Brand Awareness,Yes,2025-02-11
80999,2025-02-10 04:43:29,Display Ads,Winter Sale,Yes,2025-02-10
46924,2025-02-11 01:16:55,Email,Discount Offer,Yes,2025-02-11
26430,2025-02-10 17:40:48,Email,Retargeting,No,2025-02-10
71979,2025-02-11 21:59:32,Direct Traffic,-,No,2025-02-11
33499,2025-02-10 23:53:16,Referral,-,Yes,2025-02-10
27079,2025-02-10 10:57:00,Direct Traffic,-,Yes,2025-02-10
54502,2025-02-11 02:49:23,Search Ads,Retargeting,No,2025-02-11
69153,2025-02-10 10:24:31,Email,New Product Launch,No,2025-02-10
82581,2025-02-11 21:17:20,Direct Traffic,-,Yes,2025-02-11
73457,2025-02-10 03:54:48,Search Ads,New Product Launch,Yes,2025-02-10
51020,2025-02-10 17:19:10,Email,Retargeting,No,2025-02-10
66866,2025-02-10 01:12:57,Referral,Winter Sale,No,2025-02-10
22011,2025-02-11 06:23:44,Direct Traffic,-,Yes,2025-02-11
61828,2025-02-10 05:34:48,Referral,-,No,2025-02-10
55755,2025-02-10 16:02:59,Display Ads,New Product Launch,No,2025-02-10
99481,2025-02-11 17:16:15,Direct Traffic,-,Yes,2025-02-11
89128,2025-02-10 14:47:02,Referral,Discount Offer,Yes,2025-02-10
59319,2025-02-11 14:35:04,Display Ads,New Product Launch,Yes,2025-02-11
46506,2025-02-11 15:57:32,Direct Traffic,-,No,2025-02-11
22917,2025-02-10 17:10:12,Social Media,-,Yes,2025-02-10
99490,2025-02-11 21:31:28,Referral,New Product Launch,Yes,2025-02-11
66986,2025-02-11 23:21:19,Direct Traffic,-,No,2025-02-11
89467,2025-02-11 21:33:11,Social Media,New Product Launch,No,2025-02-11
71797,2025-02-11 15:06:53,Email,Discount Offer,Yes,2025-02-11
95772,2025-02-10 07:25:37,Display Ads,-,No,2025-02-10
75841,2025-02-11 05:54:56,Social Media,Winter Sale,No,2025-02-11
17702,2025-02-10 06:28:50,Direct Traffic,-,No,2025-02-10
74772,2025-02-11 01:50:19,Email,Discount Offer,No,2025-02-11
40968,2025-02-10 00:50:11,Direct Traffic,-,Yes,2025-02-10
17702,2025-02-11 09:15:58,Social Media,New Product Launch,No,2025-02-11
27079,2025-02-10 15:37:18,Direct Traffic,-,No,2025-02-10
86889,2025-02-10 06:42:22,Direct Traffic,-,Yes,2025-02-10
27700,2025-02-10 01:42:43,Direct Traffic,-,No,2025-02-10
53526,2025-02-10 22:28:03,Email,Discount Offer,No,2025-02-10
86379,2025-02-11 11:44:05,Display Ads,New Product Launch,Yes,2025-02-11
97826,2025-02-11 11:46:04,Search Ads,Brand Awareness,Yes,2025-02-11
75656,2025-02-11 21:43:24,Display Ads,New Product Launch,No,2025-02-11
89128,2025-02-10 11:16:46,Search Ads,-,Yes,2025-02-10
33336,2025-02-11 20:23:19,Direct Traffic,-,No,2025-02-11
86539,2025-02-11 21:11:11,Display Ads,Discount Offer,Yes,2025-02-11
48574,2025-02-11 13:39:25,Social Media,Retargeting,No,2025-02-11
55533,2025-02-10 17:16:58,Direct Traffic,-,Yes,2025-02-10
98881,2025-02-10 00:34:52,Email,New Product Launch,Yes,2025-02-10
78804,2025-02-11 14:00:17,Social Media,Brand Awareness,No,2025-02-11
83307,2025-02-10 07:17:14,Search Ads,-,No,2025-02-10
82557,2025-02-10 21:42:07,Social Media,Winter Sale,Yes,2025-02-10
47631,2025-02-11 09:48:56,Email,Discount Offer,Yes,2025-02-11
35216,2025-02-10 04:35:52,Direct Traffic,-,Yes,2025-02-10
90701,2025-02-11 11:37:13,Display Ads,Brand Awareness,No,2025-02-11
70492,2025-02-11 22:40:37,Search Ads,-,No,2025-02-11
11780,2025-02-10 21:53:07,Display Ads,Winter Sale,No,2025-02-10
76288,2025-02-10 14:50:43,Display Ads,Discount Offer,Yes,2025-02-10
49271,2025-02-11 00:00:04,Direct Traffic,-,Yes,2025-02-11
57669,2025-02-11 07:36:17,Direct Traffic,-,Yes,2025-02-11
73311,2025-02-11 21:01:47,Referral,Winter Sale,No,2025-02-11
67005,2025-02-11 10:16:32,Email,Brand Awareness,Yes,2025-02-11
34094,2025-02-11 02:54:00,Email,Winter Sale,Yes,2025-02-11
79602,2025-02-10 16:34:48,Referral,-,No,2025-02-10
79894,2025-02-11 12:07:26,Direct Traffic,-,Yes,2025-02-11
48639,2025-02-11 21:54:29,Social Media,Winter Sale,No,2025-02-11
99093,2025-02-10 05:44:40,Referral,-,Yes,2025-02-10
46918,2025-02-11 02:58:49,Direct Traffic,-,No,2025-02-11
59576,2025-02-10 12:14:41,Direct Traffic,-,Yes,2025-02-10
46442,2025-02-11 08:53:41,Direct Traffic,-,No,2025-02-11
20743,2025-02-11 06:07:09,Direct Traffic,-,Yes,2025-02-11
59102,2025-02-11 10:34:31,Referral,Discount Offer,No,2025-02-11
15152,2025-02-10 05:16:44,Search Ads,Winter Sale,Yes,2025-02-10
13967,2025-02-11 22:55:54,Social Media,-,Yes,2025-02-11
35887,2025-02-11 19:13:58,Social Media,New Product Launch,No,2025-02-11
44393,2025-02-11 08:02:04,Display Ads,Winter Sale,No,2025-02-11
72612,2025-02-10 12:22:38,Direct Traffic,-,Yes,2025-02-10
33255,2025-02-11 19:49:25,Search Ads,Winter Sale,No,2025-02-11
25615,2025-02-10 06:40:19,Direct Traffic,-,No,2025-02-10
33106,2025-02-11 19:13:56,Social Media,-,Yes,2025-02-11
24771,2025-02-11 17:29:50,Social Media,Discount Offer,Yes,2025-02-11
21704,2025-02-11 05:15:15,Email,Discount Offer,Yes,2025-02-11
30578,2025-02-10 00:53:40,Direct Traffic,-,Yes,2025-02-10
56050,2025-02-11 06:46:10,Direct Traffic,-,Yes,2025-02-11
49991,2025-02-10 18:35:11,Social Media,Winter Sale,Yes,2025-02-10
50839,2025-02-10 23:21:06,Referral,Brand Awareness,No,2025-02-10
28594,2025-02-10 09:26:10,Search Ads,-,Yes,2025-02-10
55745,2025-02-10 01:18:08,Search Ads,New Product Launch,No,2025-02-10
26097,2025-02-10 12:31:07,Search Ads,-,Yes,2025-02-10
30664,2025-02-10 17:44:50,Social Media,-,No,2025-02-10
85459,2025-02-10 11:14:15,Referral,-,Yes,2025-02-10
82044,2025-02-10 10:51:17,Email,New Product Launch,Yes,2025-02-10
39277,2025-02-10 06:04:02,Referral,Retargeting,Yes,2025-02-10
81851,2025-02-10 21:43:28,Referral,-,No,2025-02-10
99995,2025-02-10 02:59:38,Referral,Winter Sale,No,2025-02-10
25790,2025-02-11 03:33:35,Direct Traffic,-,No,2025-02-11
97726,2025-02-10 08:57:26,Email,-,Yes,2025-02-10
27556,2025-02-11 14:57:53,Search Ads,New Product Launch,Yes,2025-02-11
26601,2025-02-11 20:25:36,Referral,Brand Awareness,Yes,2025-02-11
56501,2025-02-10 15:20:17,Direct Traffic,-,Yes,2025-02-10
38683,2025-02-11 12:17:06,Direct Traffic,-,Yes,2025-02-11
15578,2025-02-11 19:58:34,Direct Traffic,-,No,2025-02-11
97135,2025-02-11 16:59:21,Email,Brand Awareness,No,2025-02-11
66863,2025-02-11 10:56:11,Search Ads,Retargeting,Yes,2025-02-11
61331,2025-02-10 09:42:56,Email,Retargeting,No,2025-02-10
16863,2025-02-10 09:38:46,Search Ads,Retargeting,No,2025-02-10
66238,2025-02-10 14:37:11,Referral,Discount Offer,No,2025-02-10
69415,2025-02-11 00:44:06,Referral,Discount Offer,Yes,2025-02-11
13444,2025-02-10 22:47:40,Referral,Discount Offer,Yes,2025-02-10
98310,2025-02-11 06:45:22,Referral,Discount Offer,No,2025-02-11
68700,2025-02-11 09:40:32,Social Media,-,Yes,2025-02-11
59102,2025-02-10 03:53:36,Email,Brand Awareness,No,2025-02-10
98219,2025-02-11 19:59:52,Display Ads,-,Yes,2025-02-11
60973,2025-02-11 19:57:38,Direct Traffic,-,Yes,2025-02-11
46738,2025-02-11 03:44:12,Email,-,Yes,2025-02-11
24256,2025-02-11 17:10:44,Referral,-,Yes,2025-02-11
22743,2025-02-11 08:09:18,Direct Traffic,-,No,2025-02-11
25124,2025-02-10 13:01:43,Display Ads,Retargeting,No,2025-02-10
87204,2025-02-10 11:57:33,Search Ads,New Product Launch,No,2025-02-10
62446,2025-02-10 04:12:12,Email,Winter Sale,Yes,2025-02-10
35456,2025-02-10 13:52:51,Social Media,-,No,2025-02-10
49647,2025-02-10 03:37:50,Referral,Winter Sale,Yes,2025-02-10
87436,2025-02-11 21:41:42,Social Media,Retargeting,No,2025-02-11
12806,2025-02-11 09:38:24,Social Media,New Product Launch,No,2025-02-11
37648,2025-02-10 11:17:52,Email,Brand Awareness,Yes,2025-02-10
27814,2025-02-10 01:45:38,Display Ads,Brand Awareness,No,2025-02-10
90213,2025-02-11 17:28:23,Display Ads,-,No,2025-02-11
70222,2025-02-11 18:26:07,Referral,-,No,2025-02-11
17012,2025-02-10 07:02:44,Social Media,Discount Offer,No,2025-02-10
27371,2025-02-11 06:11:32,Referral,Brand Awareness,Yes,2025-02-11
20460,2025-02-11 11:30:14,Email,Winter Sale,No,2025-02-11
55190,2025-02-10 04:23:23,Search Ads,New Product Launch,Yes,2025-02-10
56961,2025-02-10 19:52:25,Direct Traffic,-,Yes,2025-02-10
97135,2025-02-10 19:20:18,Search Ads,Retargeting,No,2025-02-10
84060,2025-02-11 03:57:30,Search Ads,Brand Awareness,No,2025-02-11
60022,2025-02-10 22:08:58,Social Media,Brand Awareness,Yes,2025-02-10
64521,2025-02-10 20:20:45,Direct Traffic,-,No,2025-02-10
12459,2025-02-11 21:08:54,Referral,Brand Awareness,Yes,2025-02-11
68787,2025-02-10 04:58:25,Direct Traffic,-,No,2025-02-10
40517,2025-02-10 20:33:31,Email,Retargeting,Yes,2025-02-10
67283,2025-02-11 01:35:13,Social Media,New Product Launch,Yes,2025-02-11
85549,2025-02-10 16:33:37,Referral,-,No,2025-02-10
31285,2025-02-11 03:55:24,Referral,Brand Awareness,Yes,2025-02-11
60888,2025-02-10 11:56:07,Referral,Retargeting,Yes,2025-02-10
82338,2025-02-11 20:45:13,Email,Discount Offer,Yes,2025-02-11
73183,2025-02-11 01:08:20,Display Ads,-,No,2025-02-11
35961,2025-02-10 02:58:39,Direct Traffic,-,No,2025-02-10
81371,2025-02-11 05:54:33,Direct Traffic,-,No,2025-02-11
54664,2025-02-10 04:06:18,Display Ads,Brand Awareness,Yes,2025-02-10
67074,2025-02-10 08:27:38,Email,Winter Sale,No,2025-02-10
42360,2025-02-10 20:51:03,Social Media,Retargeting,Yes,2025-02-10
78574,2025-02-11 16:56:52,Search Ads,Retargeting,No,2025-02-11
72741,2025-02-11 07:25:13,Display Ads,Brand Awareness,No,2025-02-11
90848,2025-02-10 14:32:08,Display Ads,Brand Awareness,No,2025-02-10
21644,2025-02-11 14:00:11,Display Ads,Brand Awareness,Yes,2025-02-11
31134,2025-02-10 19:22:53,Email,Retargeting,Yes,2025-02-10
60571,2025-02-11 19:53:19,Referral,Retargeting,No,2025-02-11
34395,2025-02-11 15:07:26,Email,Winter Sale,No,2025-02-11
92167,2025-02-10 16:55:37,Display Ads,Discount Offer,No,2025-02-10
76911,2025-02-10 08:31:50,Display Ads,Brand Awareness,Yes,2025-02-10
79863,2025-02-11 21:09:40,Display Ads,New Product Launch,No,2025-02-11
40164,2025-02-11 01:01:20,Search Ads,New Product Launch,Yes,2025-02-11
80670,2025-02-11 03:04:58,Email,Discount Offer,Yes,2025-02-11
24251,2025-02-10 07:25:19,Display Ads,Brand Awareness,No,2025-02-10
62907,2025-02-11 15:31:12,Display Ads,New Product Launch,No,2025-02-11
57739,2025-02-10 19:12:39,Referral,Retargeting,Yes,2025-02-10
56075,2025-02-10 00:48:53,Direct Traffic,-,No,2025-02-10
78083,2025-02-10 12:50:57,Display Ads,Discount Offer,No,2025-02-10
95948,2025-02-10 20:54:52,Search Ads,Discount Offer,No,2025-02-10
37708,2025-02-11 23:41:40,Search Ads,Retargeting,Yes,2025-02-11
39572,2025-02-10 23:26:14,Email,-,No,2025-02-10
71753,2025-02-10 06:19:47,Social Media,Retargeting,No,2025-02-10
82862,2025-02-11 10:45:19,Direct Traffic,-,No,2025-02-11
61401,2025-02-10 00:20:26,Direct Traffic,-,No,2025-02-10
21628,2025-02-11 02:31:31,Email,-,No,2025-02-11
