Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2024-04-04,103,1001,Electronics,North,198,44,83,47,185.38,5,Cloudy,No,203.77,Summer
2024-04-04,103,1002,Clothing,South,191,68,75,75,276.58,15,Sunny,Yes,297.57,Summer
2024-04-05,101,1001,Electronics,North,186,59,84,53,442.55,0,Cloudy,No,477.87,Summer
2024-04-05,101,1002,Clothing,South,155,66,74,58,330.16,5,Cloudy,No,329.1,Summer
2024-04-05,102,1001,Electronics,East,193,65,78,61,280.12,10,Cloudy,Yes,282.23,Summer
2024-04-05,102,1002,Clothing,East,226,53,84,49,592.29,15,Cloudy,No,616.14,Summer
2024-04-05,103,1001,Grocery,North,206,39,82,32,494.49,5,Sunny,No,498.1,Summer
2024-04-05,103,1002,Clothing,West,171,66,76,73,220.74,10,Rainy,Yes,226.34,Summer
2024-04-06,101,1001,Grocery,West,164,69,23,61,209.61,5,Sunny,No,224.54,Summer
2024-04-06,101,1002,Electronics,West,194,61,64,61,195.85,5,Cloudy,No,203.56,Summer
2024-04-06,102,1001,Grocery,North,167,56,86,64,323.3,15,Cloudy,No,301.37,Summer
2024-04-06,102,1002,Electronics,North,205,50,81,55,411.59,0,Sunny,No,400.19,Summer
2024-04-06,103,1001,Clothing,West,125,65,90,69,512.46,0,Rainy,No,557.0,Summer
2024-04-06,103,1002,Grocery,West,189,64,73,61,507.28,20,Sunny,Yes,480.78,Summer
2024-04-07,101,1001,Grocery,West,186,58,67,66,165.82,10,Rainy,No,164.07,Summer
2024-04-07,101,1002,Electronics,South,177,44,75,52,233.0,10,Sunny,No,210.69,Summer
2024-04-07,102,1001,Grocery,North,169,77,81,74,562.68,20,Rainy,No,527.07,Summer
2024-04-07,102,1002,Grocery,West,172,37,88,38,270.39,15,Sunny,No,283.09,Summer
2024-04-07,103,1001,Grocery,East,178,58,24,57,269.27,5,Rainy,Yes,242.55,Summer
2024-04-07,103,1002,Electronics,North,181,54,92,57,414.66,10,Cloudy,No,389.37,Summer
2024-04-08,101,1001,Clothing,East,142,71,90,68,436.83,5,Rainy,Yes,469.67,Summer
2024-04-08,101,1002,Electronics,East,165,71,77,76,369.32,10,Cloudy,No,372.29,Summer
2024-04-08,102,1001,Electronics,West,203,70,71,73,157.13,20,Rainy,No,147.85,Summer
2024-04-08,102,1002,Electronics,East,228,58,82,50,356.99,0,Cloudy,No,358.92,Summer
2024-04-08,103,1001,Grocery,West,185,45,60,53,374.6,15,Rainy,No,396.18,Summer
2024-04-08,103,1002,Clothing,East,161,47,63,43,195.42,5,Cloudy,No,181.4,Summer
2024-04-09,101,1001,Grocery,South,192,61,44,62,266.35,5,Rainy,No,276.61,Summer
2024-04-09,101,1002,Electronics,North,172,61,62,60,314.95,5,Rainy,No,309.06,Summer
2024-04-09,102,1001,Clothing,East,209,54,70,51,560.1,10,Rainy,No,521.92,Summer
2024-04-09,102,1002,Grocery,East,154,33,42,31,449.62,5,Rainy,No,441.99,Summer
2024-04-09,103,1001,Clothing,West,168,54,84,60,301.86,5,Cloudy,Yes,327.07,Summer
2024-04-09,103,1002,Clothing,West,178,61,85,55,235.76,5,Rainy,Yes,252.9,Summer
2024-04-10,101,1001,Grocery,South,172,68,72,74,179.53,0,Cloudy,No,183.91,Summer
2024-04-10,101,1002,Electronics,East,206,65,74,64,511.74,10,Sunny,No,475.06,Summer
2024-04-10,102,1001,Grocery,West,156,61,66,55,583.99,20,Rainy,No,566.49,Summer
2024-04-10,102,1002,Clothing,North,185,53,63,58,157.97,10,Rainy,No,156.17,Summer
2024-04-10,103,1001,Grocery,West,145,42,90,50,549.89,15,Sunny,No,597.56,Summer
2024-04-10,103,1002,Electronics,North,194,61,94,57,163.18,10,Sunny,Yes,160.77,Summer
2024-04-11,101,1001,Electronics,East,163,83,87,84,173.72,0,Rainy,No,174.02,Summer
2024-04-11,101,1002,Electronics,South,200,46,57,45,336.5,15,Cloudy,No,346.66,Summer
2024-04-11,102,1001,Electronics,West,210,56,67,58,464.04,5,Cloudy,Yes,418.57,Summer
2024-04-11,102,1002,Electronics,South,190,56,62,63,351.38,0,Sunny,No,330.93,Summer
2024-04-11,103,1001,Grocery,West,197,86,81,92,223.92,0,Sunny,No,243.42,Summer
2024-04-11,103,1002,Clothing,East,185,52,83,54,162.53,10,Cloudy,No,164.39,Summer
2024-04-12,101,1001,Grocery,North,204,49,57,57,477.27,0,Rainy,No,483.13,Summer
2024-04-12,101,1002,Grocery,North,175,61,87,62,348.17,10,Rainy,No,317.51,Summer
2024-04-12,102,1001,Clothing,North,198,56,71,56,486.65,15,Cloudy,Yes,479.33,Summer
2024-04-12,102,1002,Clothing,West,198,36,66,42,377.3,5,Cloudy,No,383.85,Summer
2024-04-12,103,1001,Electronics,West,167,63,89,65,263.46,0,Rainy,No,266.24,Summer
2024-04-12,103,1002,Grocery,East,136,53,73,52,475.28,10,Sunny,No,519.84,Summer
2024-04-13,101,1001,Electronics,East,179,51,88,49,192.61,0,Cloudy,Yes,186.73,Summer
2024-04-13,101,1002,Grocery,North,202,62,53,70,576.69,10,Cloudy,Yes,626.75,Summer
2024-04-13,102,1001,Electronics,North,209,68,77,68,471.28,5,Rainy,No,492.73,Summer
2024-04-13,102,1002,Clothing,East,144,72,89,78,237.68,5,Sunny,No,217.04,Summer
2024-04-13,103,1001,Electronics,South,199,47,54,45,249.8,0,Cloudy,Yes,248.52,Summer
2024-04-13,103,1002,Electronics,East,194,34,80,38,534.53,5,Sunny,No,566.5,Summer
2024-04-14,101,1001,Clothing,West,181,41,77,47,391.69,5,Cloudy,No,427.71,Summer
2024-04-14,101,1002,Electronics,South,195,68,74,71,480.96,20,Sunny,No,521.96,Summer
2024-04-14,102,1001,Electronics,North,150,69,68,64,234.82,0,Sunny,No,234.58,Summer
2024-04-14,102,1002,Clothing,North,182,71,57,68,215.0,15,Sunny,No,218.68,Summer
2024-04-14,103,1001,Electronics,North,215,49,55,45,235.47,15,Rainy,No,231.71,Summer
2024-04-14,103,1002,Electronics,South,176,53,70,58,226.24,0,Rainy,No,215.86,Summer
2024-04-15,101,1001,Electronics,North,131,72,64,77,302.86,20,Rainy,No,294.15,Summer
2024-04-15,101,1002,Electronics,East,193,62,56,70,487.05,15,Sunny,No,491.99,Summer
2024-04-15,102,1001,Clothing,East,231,28,81,23,571.46,10,Cloudy,No,542.64,Summer
2024-04-15,102,1002,Grocery,North,158,53,79,59,375.76,10,Rainy,No,378.83,Summer
2024-04-15,103,1001,Clothing,North,190,54,79,55,484.48,10,Sunny,No,497.98,Summer
2024-04-15,103,1002,Grocery,East,196,71,65,71,333.18,5,Cloudy,No,346.34,Summer
2024-04-16,101,1001,Grocery,East,157,59,83,56,458.57,5,Cloudy,No,442.12,Summer
2024-04-16,101,1002,Electronics,East,166,48,59,41,384.53,5,Sunny,No,380.06,Summer
2024-04-16,102,1001,Electronics,South,160,75,74,78,485.0,5,Rainy,No,514.85,Summer
2024-04-16,102,1002,Electronics,East,146,65,80,58,387.41,0,Cloudy,Yes,388.73,Summer
2024-04-16,103,1001,Grocery,South,197,31,85,25,182.73,10,Cloudy,No,174.83,Summer
2024-04-16,103,1002,Grocery,South,225,46,67,38,309.99,5,Sunny,No,325.2,Summer
2024-04-17,101,1001,Electronics,West,157,42,89,42,270.22,10,Sunny,No,281.51,Summer
2024-04-17,101,1002,Electronics,East,187,57,73,57,219.28,20,Sunny,No,230.06,Summer
2024-04-17,102,1001,Clothing,North,167,60,86,66,356.83,5,Rainy,No,332.64,Summer
2024-04-17,102,1002,Clothing,North,196,61,71,54,214.28,5,Cloudy,No,213.3,Summer
2024-04-17,103,1001,Electronics,East,162,40,42,38,228.39,15,Sunny,Yes,247.35,Summer
2024-04-17,103,1002,Clothing,South,161,66,69,58,221.89,20,Sunny,No,224.54,Summer
2024-04-18,101,1001,Clothing,West,190,88,56,83,436.25,15,Rainy,No,432.19,Summer
2024-04-18,101,1002,Electronics,West,173,47,36,39,419.5,15,Rainy,No,456.52,Summer
2024-04-18,102,1001,Clothing,North,207,62,43,54,197.95,20,Cloudy,No,185.59,Summer
2024-04-18,102,1002,Clothing,North,226,48,87,42,390.94,0,Rainy,No,396.01,Summer
2024-04-18,103,1001,Electronics,East,169,61,70,53,256.0,5,Sunny,No,271.37,Summer
2024-04-18,103,1002,Electronics,North,159,76,81,69,382.92,15,Rainy,Yes,383.8,Summer
2024-04-19,101,1001,Grocery,East,154,55,53,56,485.36,0,Cloudy,No,480.39,Summer
2024-04-19,101,1002,Clothing,North,162,64,72,70,569.17,0,Cloudy,Yes,549.48,Summer
2024-04-19,102,1001,Electronics,South,200,43,73,44,389.56,20,Rainy,No,425.24,Summer
2024-04-19,102,1002,Grocery,South,158,68,70,61,535.17,0,Rainy,No,510.08,Summer
2024-04-19,103,1001,Electronics,North,196,51,64,52,152.2,15,Cloudy,No,151.0,Summer
2024-04-19,103,1002,Grocery,North,175,36,33,35,151.65,5,Cloudy,No,162.53,Summer
2024-04-20,101,1001,Electronics,South,196,75,59,70,510.86,10,Rainy,No,559.68,Summer
2024-04-20,101,1002,Clothing,West,164,74,60,80,320.82,15,Rainy,No,348.69,Summer
2024-04-20,102,1001,Grocery,South,208,83,68,86,276.81,5,Sunny,No,257.93,Summer
2024-04-20,102,1002,Grocery,South,178,54,60,58,292.77,20,Rainy,No,311.04,Summer
2024-04-20,103,1001,Grocery,East,200,64,71,72,547.01,20,Cloudy,Yes,574.66,Summer
2024-04-20,103,1002,Grocery,West,114,52,50,46,360.66,15,Cloudy,No,375.28,Summer
2024-04-21,101,1001,Grocery,East,194,60,77,66,541.8,15,Rainy,No,579.77,Summer
2024-04-21,101,1002,Grocery,West,156,58,66,59,420.76,0,Cloudy,Yes,410.58,Summer
2024-04-21,102,1001,Grocery,North,171,49,71,41,570.67,0,Cloudy,No,518.2,Summer
2024-04-21,102,1002,Grocery,East,167,84,87,88,576.11,0,Rainy,Yes,621.77,Summer
2024-04-21,103,1001,Clothing,North,123,47,83,39,167.46,10,Sunny,No,162.46,Summer
2024-04-21,103,1002,Electronics,East,195,66,36,62,195.57,15,Sunny,No,186.95,Summer
2024-04-22,101,1001,Grocery,East,145,60,64,68,397.81,0,Cloudy,No,406.07,Summer
2024-04-22,101,1002,Clothing,West,165,66,69,71,427.6,15,Sunny,No,434.94,Summer
2024-04-22,102,1001,Electronics,West,233,43,62,46,219.16,15,Sunny,No,225.56,Summer
2024-04-22,102,1002,Electronics,East,216,68,58,76,507.88,0,Sunny,No,551.54,Summer
2024-04-22,103,1001,Grocery,North,101,37,73,42,400.16,5,Cloudy,No,414.33,Summer
2024-04-22,103,1002,Grocery,East,168,56,75,62,165.43,5,Rainy,Yes,160.96,Summer
2024-04-23,101,1001,Electronics,South,152,83,70,75,176.22,0,Sunny,Yes,167.68,Summer
2024-04-23,101,1002,Clothing,East,155,50,35,43,441.65,20,Rainy,No,405.06,Summer
2024-04-23,102,1001,Grocery,West,189,50,86,56,256.48,0,Sunny,No,281.93,Summer
2024-04-23,102,1002,Grocery,West,165,39,55,37,162.69,5,Sunny,No,169.86,Summer
2024-04-23,103,1001,Clothing,South,199,57,71,60,511.97,0,Sunny,No,553.69,Summer
2024-04-23,103,1002,Electronics,South,182,43,54,35,181.71,0,Rainy,No,173.81,Summer
2024-04-24,101,1001,Electronics,East,168,83,69,84,562.99,20,Cloudy,No,593.87,Summer
2024-04-24,101,1002,Clothing,West,170,44,101,37,570.12,10,Rainy,No,521.9,Summer
2024-04-24,102,1001,Clothing,South,147,72,58,65,271.66,10,Cloudy,No,260.13,Summer
2024-04-24,102,1002,Clothing,South,174,48,71,48,424.96,20,Rainy,No,403.01,Summer
2024-04-24,103,1001,Grocery,North,178,72,90,76,596.26,5,Sunny,No,552.7,Summer
2024-04-24,103,1002,Electronics,North,176,51,40,45,416.66,0,Rainy,No,421.65,Summer
2024-04-25,101,1001,Clothing,West,91,75,76,70,208.99,10,Rainy,No,203.52,Summer
2024-04-25,101,1002,Grocery,North,181,54,53,59,561.79,10,Cloudy,No,591.04,Summer
2024-04-25,102,1001,Clothing,East,177,67,65,63,471.62,15,Cloudy,No,447.54,Summer
2024-04-25,102,1002,Grocery,West,170,62,58,62,395.88,0,Rainy,No,362.08,Summer
2024-04-25,103,1001,Electronics,East,203,50,65,44,463.15,5,Rainy,No,500.72,Summer
2024-04-25,103,1002,Clothing,East,182,70,54,66,171.18,10,Cloudy,Yes,181.88,Summer
2024-04-26,101,1001,Electronics,North,173,65,78,60,591.96,5,Sunny,No,555.31,Summer
2024-04-26,101,1002,Electronics,South,168,37,51,42,350.54,5,Rainy,Yes,317.57,Summer
2024-04-26,102,1001,Grocery,North,165,62,92,54,422.71,0,Cloudy,No,425.03,Summer
2024-04-26,102,1002,Electronics,West,187,55,73,62,277.58,0,Rainy,Yes,277.18,Summer
2024-04-26,103,1001,Electronics,North,149,59,90,67,343.64,15,Sunny,Yes,372.07,Summer
2024-04-26,103,1002,Grocery,South,167,43,82,38,331.08,20,Cloudy,No,315.45,Summer
2024-04-27,101,1001,Grocery,North,188,60,64,60,260.7,0,Sunny,No,277.04,Summer
2024-04-27,101,1002,Clothing,North,200,50,88,53,408.07,0,Cloudy,No,396.02,Summer
2024-04-27,102,1001,Electronics,East,148,70,80,65,523.36,0,Rainy,Yes,535.88,Summer
2024-04-27,102,1002,Electronics,South,207,60,80,56,440.59,10,Sunny,No,483.32,Summer
2024-04-27,103,1001,Electronics,North,197,64,98,60,237.55,20,Sunny,No,218.82,Summer
2024-04-27,103,1002,Electronics,North,184,33,98,32,194.77,5,Sunny,Yes,195.83,Summer
2024-04-28,101,1001,Clothing,South,137,78,67,77,500.08,20,Rainy,No,478.37,Summer
2024-04-28,101,1002,Electronics,East,212,49,56,56,514.62,15,Cloudy,Yes,465.05,Summer
2024-04-28,102,1001,Clothing,South,206,46,54,42,413.29,10,Cloudy,Yes,379.36,Summer
2024-04-28,102,1002,Grocery,East,131,64,56,56,521.31,20,Cloudy,Yes,478.14,Summer
2024-04-28,103,1001,Clothing,South,195,49,56,44,387.22,15,Cloudy,No,402.94,Summer
2024-04-28,103,1002,Electronics,East,165,78,61,81,529.33,10,Sunny,Yes,480.12,Summer
2024-04-29,101,1001,Clothing,North,184,61,93,53,302.85,10,Sunny,No,311.99,Summer
2024-04-29,101,1002,Electronics,North,182,56,54,56,356.39,10,Cloudy,No,390.87,Summer
2024-04-29,102,1001,Grocery,North,184,59,63,62,318.05,20,Cloudy,No,330.66,Summer
2024-04-29,102,1002,Electronics,West,155,61,51,68,159.02,0,Rainy,Yes,160.43,Summer
2024-04-29,103,1001,Electronics,West,178,60,73,64,455.4,0,Cloudy,No,494.87,Summer
2024-04-29,103,1002,Electronics,West,190,54,81,52,376.63,0,Cloudy,No,401.71,Summer
2024-04-30,101,1001,Electronics,North,182,67,43,59,568.7,15,Cloudy,No,599.37,Summer
2024-04-30,101,1002,Electronics,East,127,49,67,50,257.64,5,Cloudy,No,265.77,Summer
2024-04-30,102,1001,Clothing,North,202,68,80,61,266.75,20,Cloudy,Yes,264.41,Summer
2024-04-30,102,1002,Electronics,North,166,54,69,53,332.09,0,Sunny,Yes,338.13,Summer
2024-04-30,103,1001,Clothing,North,166,68,73,63,535.02,0,Sunny,No,539.58,Summer
2024-04-30,103,1002,Clothing,East,190,61,47,66,448.71,0,Sunny,No,486.39,Summer
2024-05-01,101,1001,Clothing,West,170,58,52,59,284.12,15,Sunny,No,291.53,Summer
2024-05-01,101,1002,Electronics,West,160,61,90,61,454.2,10,Sunny,No,428.95,Summer
2024-05-01,102,1001,Electronics,South,209,64,79,60,476.21,5,Sunny,No,448.53,Summer
2024-05-01,102,1002,Electronics,East,203,59,51,51,561.5,20,Cloudy,No,543.13,Summer
2024-05-01,103,1001,Clothing,North,154,52,48,59,172.77,20,Sunny,No,175.05,Summer
2024-05-01,103,1002,Grocery,North,191,53,57,56,215.51,5,Cloudy,No,195.72,Summer
2024-05-02,101,1001,Grocery,East,181,72,72,73,352.51,0,Sunny,Yes,365.84,Summer
2024-05-02,101,1002,Electronics,East,144,47,71,47,458.45,5,Rainy,No,487.05,Summer
2024-05-02,102,1001,Electronics,North,192,53,74,53,439.03,20,Rainy,No,419.49,Summer
2024-05-02,102,1002,Electronics,West,214,53,85,60,336.82,20,Sunny,No,368.77,Summer
2024-05-02,103,1001,Clothing,East,188,60,70,56,183.1,10,Cloudy,No,191.87,Summer
2024-05-02,103,1002,Electronics,South,135,68,69,70,290.27,0,Sunny,Yes,312.47,Summer
2024-05-03,101,1001,Electronics,North,185,47,88,54,304.79,15,Sunny,No,313.61,Summer
2024-05-03,101,1002,Clothing,East,168,58,67,64,152.94,10,Sunny,Yes,148.86,Summer
2024-05-03,102,1001,Grocery,West,141,56,73,48,152.41,20,Rainy,Yes,150.11,Summer
2024-05-03,102,1002,Electronics,South,181,59,81,58,230.84,10,Rainy,Yes,237.02,Summer
2024-05-03,103,1001,Electronics,South,185,52,52,52,350.14,15,Rainy,No,326.21,Summer
2024-05-03,103,1002,Grocery,South,160,64,75,61,261.24,20,Sunny,No,281.71,Summer
2024-05-04,101,1001,Electronics,North,149,65,66,63,431.12,10,Cloudy,No,428.53,Summer
2024-05-04,101,1002,Clothing,North,169,50,81,46,300.4,5,Cloudy,No,296.64,Summer
2024-05-04,102,1001,Grocery,South,195,62,83,68,575.14,10,Sunny,Yes,584.51,Summer
2024-05-04,102,1002,Electronics,East,143,43,73,38,421.61,10,Rainy,No,436.87,Summer
2024-05-04,103,1001,Electronics,North,159,52,66,53,291.85,15,Cloudy,No,312.55,Summer
2024-05-04,103,1002,Electronics,East,176,76,56,72,413.99,5,Sunny,Yes,424.84,Summer
2024-05-05,101,1001,Clothing,North,195,60,76,54,535.53,10,Sunny,No,525.38,Summer
2024-05-05,101,1002,Clothing,North,184,80,66,77,387.7,0,Rainy,No,378.63,Summer
2024-05-05,102,1001,Clothing,South,206,62,59,55,456.11,20,Rainy,Yes,411.74,Summer
2024-05-05,102,1002,Clothing,North,207,58,53,64,526.45,10,Rainy,No,516.75,Summer
2024-05-05,103,1001,Electronics,South,188,69,45,70,154.14,15,Rainy,No,169.07,Summer
2024-05-05,103,1002,Electronics,South,199,51,45,53,487.12,10,Cloudy,No,502.1,Summer
2024-05-06,101,1001,Clothing,East,149,78,102,72,197.1,10,Rainy,No,193.16,Summer
2024-05-06,101,1002,Clothing,North,180,37,52,31,348.69,10,Rainy,No,331.79,Summer
2024-05-06,102,1001,Clothing,North,204,62,59,66,365.39,0,Sunny,No,335.25,Summer
2024-05-06,102,1002,Clothing,North,194,49,85,51,391.87,0,Sunny,No,406.02,Summer
2024-05-06,103,1001,Grocery,East,153,81,57,89,267.3,0,Sunny,No,249.6,Summer
2024-05-06,103,1002,Clothing,East,193,66,79,70,589.84,0,Cloudy,No,648.61,Summer
2024-05-07,101,1001,Grocery,South,200,83,63,86,585.97,15,Cloudy,No,567.89,Summer
2024-05-07,101,1002,Clothing,West,205,55,80,52,388.41,5,Cloudy,Yes,352.57,Summer
2024-05-07,102,1001,Grocery,South,198,55,68,58,163.94,20,Sunny,No,176.89,Summer
2024-05-07,102,1002,Electronics,East,149,47,70,47,490.86,5,Rainy,No,462.49,Summer
2024-05-07,103,1001,Clothing,North,197,47,91,41,283.95,20,Rainy,No,271.12,Summer
2024-05-07,103,1002,Clothing,North,161,56,64,49,432.33,10,Rainy,Yes,451.38,Summer
2024-05-08,101,1001,Clothing,East,187,52,71,59,519.49,5,Rainy,No,514.11,Summer
2024-05-08,101,1002,Electronics,South,149,69,79,68,362.95,5,Rainy,No,351.08,Summer
2024-05-08,102,1001,Grocery,East,236,46,57,45,519.74,10,Rainy,No,558.66,Summer
2024-05-08,102,1002,Clothing,North,190,68,77,74,515.35,10,Sunny,No,468.04,Summer
2024-05-08,103,1001,Clothing,South,225,54,74,48,362.22,15,Sunny,Yes,377.13,Summer
2024-05-08,103,1002,Electronics,North,186,53,80,45,311.26,15,Rainy,No,319.46,Summer
2024-05-09,101,1001,Grocery,South,171,59,61,52,208.45,0,Sunny,No,199.38,Summer
2024-05-09,101,1002,Electronics,East,222,36,76,37,316.38,20,Cloudy,Yes,298.27,Summer
2024-05-09,102,1001,Grocery,South,163,63,75,60,173.42,15,Sunny,No,176.4,Summer
2024-05-09,102,1002,Grocery,East,180,61,76,55,187.37,20,Sunny,No,198.89,Summer
2024-05-09,103,1001,Grocery,South,214,52,68,47,484.04,20,Rainy,No,529.9,Summer
2024-05-09,103,1002,Clothing,West,155,66,95,59,479.0,15,Rainy,No,458.88,Summer
2024-05-10,101,1001,Electronics,West,187,49,50,53,268.04,0,Cloudy,No,271.64,Summer
2024-05-10,101,1002,Electronics,North,153,71,109,67,289.76,20,Rainy,No,311.51,Summer
2024-05-10,102,1001,Clothing,East,141,38,70,34,159.99,10,Cloudy,No,161.08,Summer
2024-05-10,102,1002,Electronics,East,194,53,57,48,206.79,10,Rainy,No,215.97,Summer
2024-05-10,103,1001,Clothing,East,210,78,60,75,592.08,0,Sunny,Yes,635.69,Summer
2024-05-10,103,1002,Electronics,North,163,51,52,54,217.17,0,Rainy,No,196.31,Summer
2024-05-11,101,1001,Electronics,West,160,64,65,71,490.98,20,Cloudy,No,442.16,Summer
2024-05-11,101,1002,Grocery,East,215,54,62,62,207.17,0,Rainy,No,227.1,Summer
2024-05-11,102,1001,Electronics,South,214,50,74,56,282.8,5,Sunny,Yes,260.04,Summer
2024-05-11,102,1002,Clothing,East,172,52,81,46,411.74,10,Rainy,No,370.94,Summer
2024-05-11,103,1001,Clothing,North,131,63,59,59,195.79,5,Rainy,No,177.17,Summer
2024-05-11,103,1002,Electronics,East,136,56,56,52,311.96,20,Cloudy,No,330.11,Summer
2024-05-12,101,1001,Electronics,West,202,67,60,74,263.32,0,Rainy,Yes,276.93,Summer
2024-05-12,101,1002,Grocery,East,212,50,46,48,178.22,5,Cloudy,Yes,191.97,Summer
2024-05-12,102,1001,Clothing,South,191,47,52,47,161.31,10,Rainy,No,149.29,Summer
2024-05-12,102,1002,Grocery,West,187,64,79,67,379.68,5,Sunny,No,405.22,Summer
2024-05-12,103,1001,Grocery,South,196,48,69,54,206.11,0,Cloudy,No,202.75,Summer
2024-05-12,103,1002,Grocery,West,98,55,87,59,537.11,10,Cloudy,No,491.85,Summer
2024-05-13,101,1001,Clothing,East,129,66,56,73,466.92,20,Rainy,Yes,460.26,Summer
2024-05-13,101,1002,Electronics,South,184,68,54,63,573.43,10,Sunny,No,610.31,Summer
2024-05-13,102,1001,Clothing,South,185,44,77,51,515.02,15,Sunny,No,468.59,Summer
2024-05-13,102,1002,Clothing,North,183,59,87,62,525.02,10,Sunny,No,527.94,Summer
2024-05-13,103,1001,Electronics,North,202,77,73,85,428.26,10,Cloudy,No,449.12,Summer
2024-05-13,103,1002,Clothing,West,133,60,89,61,274.81,10,Cloudy,No,256.71,Summer
2024-05-14,101,1001,Electronics,West,190,70,69,73,466.39,20,Cloudy,No,491.27,Summer
2024-05-14,101,1002,Grocery,South,133,39,85,46,580.58,20,Cloudy,No,585.04,Summer
2024-05-14,102,1001,Clothing,East,174,42,34,34,304.83,15,Cloudy,No,332.58,Summer
2024-05-14,102,1002,Electronics,West,171,62,80,64,492.32,10,Rainy,No,532.48,Summer
2024-05-14,103,1001,Electronics,East,170,76,83,80,288.88,0,Rainy,No,263.69,Summer
2024-05-14,103,1002,Electronics,North,172,47,46,53,182.32,10,Sunny,No,173.57,Summer
2024-05-15,101,1001,Clothing,North,194,41,57,47,201.75,10,Sunny,No,211.39,Summer
2024-05-15,101,1002,Clothing,West,191,48,64,55,298.49,20,Sunny,No,306.77,Summer
2024-05-15,102,1001,Grocery,North,140,70,84,62,501.88,20,Sunny,Yes,493.8,Summer
2024-05-15,102,1002,Electronics,South,178,74,69,70,191.17,20,Rainy,Yes,203.03,Summer
2024-05-15,103,1001,Clothing,East,152,58,51,58,541.1,10,Rainy,No,558.97,Summer
2024-05-15,103,1002,Electronics,North,205,62,80,70,418.28,20,Cloudy,No,436.07,Summer
2024-05-16,101,1001,Grocery,East,209,46,68,42,223.25,15,Sunny,No,205.74,Summer
2024-05-16,101,1002,Electronics,East,228,69,68,64,326.25,20,Cloudy,Yes,329.97,Summer
2024-05-16,102,1001,Electronics,West,216,62,57,57,580.14,5,Sunny,Yes,621.83,Summer
2024-05-16,102,1002,Electronics,West,137,55,84,62,511.37,15,Cloudy,No,496.79,Summer
2024-05-16,103,1001,Electronics,North,183,60,49,60,226.74,0,Cloudy,No,207.66,Summer
2024-05-16,103,1002,Grocery,South,130,48,68,48,578.69,0,Cloudy,No,620.48,Summer
2024-05-17,101,1001,Electronics,East,167,62,62,56,548.26,0,Cloudy,No,577.08,Summer
2024-05-17,101,1002,Clothing,North,231,47,72,41,481.56,20,Cloudy,No,439.79,Summer
2024-05-17,102,1001,Grocery,East,137,45,69,46,545.73,0,Cloudy,No,561.04,Summer
2024-05-17,102,1002,Grocery,South,174,58,84,50,407.24,10,Rainy,No,374.47,Summer
2024-05-17,103,1001,Grocery,North,180,74,70,72,343.72,5,Sunny,No,376.61,Summer
2024-05-17,103,1002,Clothing,South,186,56,90,57,377.19,10,Cloudy,No,371.01,Summer
2024-05-18,101,1001,Grocery,West,225,85,40,92,191.01,15,Sunny,Yes,187.68,Summer
2024-05-18,101,1002,Clothing,South,191,59,48,52,348.34,15,Rainy,No,343.72,Summer
2024-05-18,102,1001,Clothing,East,177,54,114,55,155.88,20,Cloudy,Yes,142.28,Summer
2024-05-18,102,1002,Clothing,West,181,58,47,51,165.42,5,Sunny,No,153.64,Summer
2024-05-18,103,1001,Clothing,South,150,64,83,59,441.84,20,Sunny,No,455.83,Summer
2024-05-18,103,1002,Clothing,North,241,38,76,32,178.42,15,Sunny,No,172.1,Summer
2024-05-19,101,1001,Electronics,South,158,50,95,56,453.33,10,Rainy,No,446.67,Summer
2024-05-19,101,1002,Electronics,West,228,60,73,56,555.3,15,Sunny,No,580.47,Summer
2024-05-19,102,1001,Electronics,East,208,78,79,80,229.24,5,Rainy,No,209.98,Summer
2024-05-19,102,1002,Electronics,East,184,46,57,40,338.44,5,Sunny,Yes,311.62,Summer
2024-05-19,103,1001,Grocery,West,191,45,59,46,246.01,0,Cloudy,Yes,254.44,Summer
2024-05-19,103,1002,Electronics,North,203,53,70,55,511.85,0,Sunny,No,478.08,Summer
2024-05-20,101,1001,Electronics,North,157,49,38,46,206.87,5,Rainy,No,200.21,Summer
2024-05-20,101,1002,Grocery,East,206,76,50,82,362.29,20,Cloudy,Yes,374.48,Summer
2024-05-20,102,1001,Electronics,South,162,65,39,58,375.15,5,Sunny,No,374.6,Summer
2024-05-20,102,1002,Grocery,South,157,44,63,49,488.77,15,Sunny,No,455.08,Summer
2024-05-20,103,1001,Clothing,North,220,72,47,78,310.76,10,Rainy,No,339.85,Summer
2024-05-20,103,1002,Electronics,South,161,70,76,77,442.63,20,Sunny,No,403.82,Summer
2024-05-21,101,1001,Electronics,West,208,68,53,67,564.09,0,Sunny,No,534.97,Summer
2024-05-21,101,1002,Clothing,North,185,47,71,48,564.05,20,Sunny,No,557.37,Summer
2024-05-21,102,1001,Grocery,East,185,49,46,48,502.76,15,Rainy,No,472.68,Summer
2024-05-21,102,1002,Clothing,South,226,56,62,50,472.36,15,Sunny,No,478.04,Summer
2024-05-21,103,1001,Clothing,West,168,64,38,61,177.41,0,Rainy,No,194.46,Summer
2024-05-21,103,1002,Clothing,North,173,68,69,68,376.28,0,Cloudy,No,350.55,Summer
2024-05-22,101,1001,Grocery,South,125,66,75,69,399.18,5,Cloudy,No,428.92,Summer
