performance_date,channel,campaign,attribution_model,impressions,clicks,spend,conversions,revenue,users_reached,touchpoints,cpc,cac,roas
2025-04-21,Google Ads,Brand Awareness,First Touch,22054,1058,55523.84,122,185684,12176,1,52.48,455.11,3.34
2025-03-04,Email,Loyalty,Linear,28702,1993,24015.65,239,1036065,24146,5,12.05,100.48,43.14
2025-05-26,Social Media,Festive Offer,Last Touch,10265,258,3428.82,42,136794,6893,4,13.29,81.64,39.9
2025-03-12,Display Ads,Festive Offer,First Touch,25444,1623,52682.58,152,240160,21089,4,32.46,346.6,4.56
2025-05-11,Display Ads,Brand Awareness,Last Touch,35248,2255,66297.0,294,1294188,30187,5,29.4,225.5,19.52
2025-02-07,Direct Traffic,Loyalty,First Touch,29436,1846,50174.28,150,548850,24321,3,27.18,334.5,10.94
2025-01-05,Social Media,Loyalty,First Touch,23102,1457,64792.79,194,235516,14507,5,44.47,333.98,3.63
2025-06-30,Meta Ads,App Install,Last Touch,23728,1692,41301.72,263,1048318,15828,5,24.41,157.04,25.38
2025-05-17,Display Ads,Retargeting,First Touch,9396,330,8725.2,20,31220,9055,4,26.44,436.26,3.58
2025-04-07,Google Ads,Winter Sale,Last Touch,25154,1183,24452.61,133,208677,16727,4,20.67,183.85,8.53
2025-05-09,Email,Retargeting,Last Touch,34832,1322,31371.06,65,127985,28141,5,23.73,482.63,4.08
2025-03-09,Email,Discount Offer,First Touch,49053,1471,66989.34,216,684504,45665,2,45.54,310.14,10.22
2025-04-02,Google Ads,Lead Gen,Linear,49692,3079,162232.51,283,915505,40544,3,52.69,573.26,5.64
2025-01-25,Meta Ads,Discount Offer,First Touch,29016,713,30701.78,22,58410,22931,3,43.06,1395.54,1.9
2025-02-20,Email,Festive Offer,Last Touch,40029,2757,72123.12,475,1595525,37642,3,26.16,151.84,22.12
2025-06-13,Meta Ads,Discount Offer,Last Touch,41069,2305,59630.35,284,1061876,22430,5,25.87,209.97,17.81
2025-05-14,Email,Discount Offer,First Touch,41306,3252,81885.36,491,811623,32999,4,25.18,166.77,9.91
2025-03-30,Social Media,Retargeting,First Touch,40260,1301,68172.4,153,378522,37578,5,52.4,445.57,5.55
2025-01-24,Social Media,Brand Awareness,Linear,8636,687,39811.65,27,60939,7473,2,57.95,1474.51,1.53
2025-03-08,Meta Ads,Loyalty,First Touch,25431,1904,25418.4,230,624450,22123,4,13.35,110.51,24.57
2025-03-03,Google Ads,Loyalty,Linear,11658,354,12312.12,18,35838,8247,1,34.78,684.01,2.91
2025-01-23,Email,Festive Offer,First Touch,17887,625,15800.0,78,209352,12150,1,25.28,202.56,13.25
2025-01-17,Email,New Product Launch,First Touch,17439,410,9831.8,12,36072,10159,1,23.98,819.32,3.67
2025-01-13,Social Media,Festive Offer,Last Touch,45233,2394,101768.94,184,564880,35945,4,42.51,553.09,5.55
2025-03-02,Direct Traffic,Winter Sale,Last Touch,24895,676,25032.28,119,433993,22130,1,37.03,210.36,17.34
2025-02-06,Display Ads,Loyalty,Linear,22491,910,9882.6,69,105984,21372,1,10.86,143.23,10.72
2025-01-06,Display Ads,Discount Offer,Linear,30063,2372,65917.88,290,368300,15995,5,27.79,227.3,5.59
2025-06-12,Meta Ads,Retargeting,Linear,21387,599,27841.52,54,96066,17531,5,46.48,515.58,3.45
2025-02-02,Meta Ads,Discount Offer,Linear,37716,1559,64199.62,86,378658,31343,5,41.18,746.51,5.9
2025-05-26,Display Ads,Retargeting,First Touch,39673,1254,27700.86,145,594645,22665,1,22.09,191.04,21.47
2025-01-03,Email,Loyalty,First Touch,14119,843,34546.14,141,535095,9940,4,40.98,245.01,15.49
2025-02-03,Meta Ads,Lead Gen,Linear,34875,800,14768.0,41,56990,32618,3,18.46,360.2,3.86
2025-05-24,Email,Loyalty,Last Touch,13442,473,8490.35,47,79900,7906,5,17.95,180.65,9.41
2025-03-31,Google Ads,Winter Sale,Last Touch,17207,1274,63942.06,101,332896,8980,2,50.19,633.09,5.21
2025-06-11,Social Media,Festive Offer,First Touch,29910,677,24866.21,37,71965,19250,1,36.73,672.06,2.89
2025-04-18,Email,Winter Sale,Last Touch,22268,1048,52232.32,140,516040,16722,1,49.84,373.09,9.88
2025-05-29,Google Ads,Winter Sale,First Touch,46586,2336,107199.04,247,737048,36142,3,45.89,434.0,6.88
2025-02-22,Google Ads,Discount Offer,Last Touch,26576,1531,40464.33,230,483690,21722,5,26.43,175.93,11.95
2025-05-06,Social Media,Lead Gen,Linear,34019,2166,60236.46,203,753536,24796,1,27.81,296.73,12.51
2025-02-22,Display Ads,Brand Awareness,Last Touch,47411,1312,73773.76,205,265270,26594,1,56.23,359.87,3.6
2025-02-19,Social Media,Festive Offer,First Touch,23313,1140,44038.2,147,445557,12960,5,38.63,299.58,10.12
2025-06-07,Google Ads,New Product Launch,Linear,6092,197,2819.07,27,60750,5180,5,14.31,104.41,21.55
2025-03-24,Direct Traffic,New Product Launch,Linear,16042,1235,46460.7,94,339622,13847,1,37.62,494.26,7.31
2025-03-08,Display Ads,Loyalty,Linear,8131,629,12661.77,60,209820,5045,5,20.13,211.03,16.57
2025-04-02,Google Ads,Festive Offer,Last Touch,19093,1114,56412.96,88,185240,11611,4,50.64,641.06,3.28
2025-05-07,Google Ads,Lead Gen,Last Touch,38458,2520,73105.2,312,1330368,32790,3,29.01,234.31,18.2
2025-04-08,Direct Traffic,Retargeting,Linear,15931,669,28432.5,86,336862,9485,2,42.5,330.61,11.85
2025-05-15,Meta Ads,Lead Gen,First Touch,12260,632,10124.64,54,73980,9708,5,16.02,187.49,7.31
2025-05-12,Email,Festive Offer,Linear,24531,1493,76516.25,153,440181,22736,4,51.25,500.11,5.75
2025-05-09,Google Ads,Loyalty,Last Touch,23254,917,33644.73,93,213993,16226,5,36.69,361.77,6.36
2025-03-25,Social Media,App Install,Last Touch,14604,361,9598.99,21,66276,9942,3,26.59,457.09,6.9
2025-06-25,Direct Traffic,Summer Sale,Linear,46189,1363,46546.45,168,390432,40705,4,34.15,277.06,8.39
2025-03-12,Google Ads,Discount Offer,Linear,46688,1749,61879.62,231,425040,37386,4,35.38,267.88,6.87
2025-03-24,Google Ads,Discount Offer,Linear,45554,2258,48253.46,143,530673,36089,3,21.37,337.44,11.0
2025-03-23,Google Ads,Summer Sale,Linear,33562,1296,17884.8,117,394056,30765,2,13.8,152.86,22.03
2025-01-03,Google Ads,Loyalty,First Touch,28000,1797,90838.35,70,115570,20488,2,50.55,1297.69,1.27
2025-01-10,Google Ads,Summer Sale,Linear,36155,2137,34341.59,359,643328,22214,5,16.07,95.66,18.73
2025-03-13,Social Media,New Product Launch,Last Touch,48438,2713,89366.22,248,346952,42822,5,32.94,360.35,3.88
2025-03-07,Display Ads,Brand Awareness,First Touch,46534,3371,197136.08,239,1063550,29951,2,58.48,824.84,5.4
2025-03-18,Social Media,Brand Awareness,First Touch,26865,1940,59771.4,128,570112,22066,4,30.81,466.96,9.54
2025-04-13,Direct Traffic,App Install,First Touch,27670,1095,24276.15,177,462501,17849,5,22.17,137.15,19.05
2025-02-09,Display Ads,Brand Awareness,Linear,33666,1652,36178.8,234,666900,21347,4,21.9,154.61,18.43
2025-02-04,Google Ads,Summer Sale,Linear,18514,809,35782.07,120,450720,10288,1,44.23,298.18,12.6
2025-06-03,Direct Traffic,Retargeting,Linear,39780,2755,72043.25,266,1001756,24921,5,26.15,270.84,13.9
2025-04-04,Direct Traffic,Brand Awareness,First Touch,10602,771,44224.56,135,561465,7082,5,57.36,327.59,12.7
2025-03-04,Google Ads,App Install,Last Touch,27294,1978,72295.9,85,157250,19975,2,36.55,850.54,2.18
2025-04-17,Email,New Product Launch,Linear,29299,1285,53134.75,90,383850,21127,1,41.35,590.39,7.22
2025-04-25,Social Media,Loyalty,First Touch,36489,2547,31251.69,374,1310496,21522,5,12.27,83.56,41.93
2025-05-10,Google Ads,App Install,Last Touch,29552,1247,19914.59,164,382940,19673,1,15.97,121.43,19.23
2025-03-20,Social Media,Retargeting,Last Touch,18500,1116,33848.28,79,269943,12163,5,30.33,428.46,7.98
2025-06-22,Meta Ads,Lead Gen,Linear,27042,1616,52924.0,155,461745,19263,4,32.75,341.45,8.72
2025-03-23,Social Media,Brand Awareness,Last Touch,6228,259,6153.84,31,119536,6015,2,23.76,198.51,19.42
2025-06-13,Email,New Product Launch,Last Touch,40195,1939,65189.18,155,446555,38567,2,33.62,420.58,6.85
2025-02-06,Direct Traffic,Brand Awareness,Linear,22408,1480,77922.0,56,160048,15152,3,52.65,1391.46,2.05
2025-01-29,Email,New Product Launch,Last Touch,43911,2100,30450.0,79,110205,25552,1,14.5,385.44,3.62
2025-03-27,Direct Traffic,Winter Sale,Last Touch,34809,2489,119123.54,304,691904,25281,1,47.86,391.85,5.81
2025-06-18,Email,Lead Gen,Last Touch,13748,417,23773.17,41,133209,9632,4,57.01,579.83,5.6
2025-03-07,Google Ads,New Product Launch,Last Touch,22718,1337,61528.74,137,217830,17806,5,46.02,449.11,3.54
2025-03-26,Direct Traffic,Summer Sale,Last Touch,19024,1087,26446.71,71,127232,18300,3,24.33,372.49,4.81
2025-04-06,Email,Lead Gen,First Touch,49181,3196,156156.56,496,1582240,49062,5,48.86,314.83,10.13
2025-03-19,Display Ads,Summer Sale,Linear,11404,675,19527.75,35,118090,7852,1,28.93,557.94,6.05
2025-02-19,Display Ads,Retargeting,First Touch,18985,1224,51493.68,213,518868,16767,1,42.07,241.75,10.08
2025-03-18,Google Ads,App Install,First Touch,21490,946,36733.18,166,629970,12318,3,38.83,221.28,17.15
2025-05-07,Direct Traffic,Loyalty,Last Touch,21092,1654,23933.38,136,341088,19916,3,14.47,175.98,14.25
2025-01-11,Social Media,New Product Launch,Last Touch,23572,998,47764.28,35,108150,12202,2,47.86,1364.69,2.26
2025-06-05,Display Ads,Discount Offer,First Touch,10100,480,19209.6,16,21776,5909,4,40.02,1200.6,1.13
2025-01-10,Display Ads,App Install,Linear,47349,1713,16684.62,190,773300,43249,2,9.74,87.81,46.35
2025-05-16,Email,Summer Sale,Linear,11413,500,22295.0,23,102787,8697,5,44.59,969.35,4.61
2025-03-02,Direct Traffic,Lead Gen,Linear,32801,1532,66182.4,127,255270,30439,4,43.2,521.12,3.86
2025-03-03,Email,Summer Sale,Linear,39549,2201,22802.36,85,146540,24126,5,10.36,268.26,6.43
2025-05-18,Meta Ads,Winter Sale,First Touch,19000,642,16666.32,29,57826,9619,1,25.96,574.7,3.47
2025-03-11,Meta Ads,Brand Awareness,Linear,35677,2663,64204.93,276,681168,25266,4,24.11,232.63,10.61
2025-04-14,Direct Traffic,New Product Launch,Last Touch,36443,2286,104721.66,210,913080,20270,3,45.81,498.67,8.72
2025-05-14,Google Ads,New Product Launch,Linear,48749,1007,10754.76,99,411048,31855,3,10.68,108.63,38.22
2025-06-10,Display Ads,Summer Sale,Linear,15051,653,6079.43,36,93708,9011,4,9.31,168.87,15.41
2025-03-02,Direct Traffic,App Install,Linear,22328,1394,69142.4,71,232454,19734,4,49.6,973.84,3.36
2025-04-20,Social Media,Discount Offer,First Touch,13274,800,46208.0,119,223720,7255,3,57.76,388.3,4.84
2025-06-10,Direct Traffic,Retargeting,Last Touch,15424,1053,12951.9,48,153744,14181,5,12.3,269.83,11.87
2025-05-26,Meta Ads,Summer Sale,Linear,25062,1094,51888.42,85,193885,22839,3,47.43,610.45,3.74
2025-04-07,Email,New Product Launch,First Touch,29561,1808,44277.92,131,198072,16572,5,24.49,338.0,4.47
2025-01-25,Direct Traffic,Lead Gen,Linear,27453,689,19202.43,67,220631,14025,3,27.87,286.6,11.49
2025-02-06,Google Ads,New Product Launch,Linear,47471,2782,36750.22,330,996600,47402,4,13.21,111.36,27.12
2025-05-12,Email,Discount Offer,Linear,23314,1672,95019.76,115,453905,13861,2,56.83,826.26,4.78
2025-01-08,Google Ads,Winter Sale,Linear,39224,1358,28015.54,95,137180,22805,1,20.63,294.9,4.9
2025-02-17,Display Ads,Retargeting,Linear,18569,1386,11905.74,41,130052,15753,3,8.59,290.38,10.92
2025-04-30,Display Ads,Brand Awareness,Linear,42552,878,26278.54,113,337079,24828,5,29.93,232.55,12.83
2025-03-02,Display Ads,Festive Offer,First Touch,44564,1889,62582.57,242,973324,24434,4,33.13,258.61,15.55
2025-02-17,Google Ads,App Install,First Touch,7739,285,10037.7,30,104910,4071,3,35.22,334.59,10.45
2025-01-27,Social Media,Festive Offer,Linear,19573,443,23953.01,57,158745,14658,3,54.07,420.23,6.63
2025-04-13,Email,Loyalty,Last Touch,35622,1350,52137.0,57,77007,28391,2,38.62,914.68,1.48
2025-06-05,Direct Traffic,Brand Awareness,Last Touch,21395,1449,54467.91,253,1048938,18668,1,37.59,215.29,19.26
2025-02-28,Email,Retargeting,Last Touch,48385,3865,172649.55,461,1842156,25931,1,44.67,374.51,10.67
2025-05-22,Google Ads,Summer Sale,Linear,42609,1107,31715.55,123,439479,34124,4,28.65,257.85,13.86
2025-01-03,Display Ads,Winter Sale,First Touch,12724,987,55232.52,39,86541,11585,4,55.96,1416.22,1.57
2025-02-05,Email,Retargeting,Last Touch,5225,148,2054.24,17,73083,2714,5,13.88,120.84,35.58
2025-05-11,Display Ads,Summer Sale,Last Touch,38711,798,42270.06,135,290115,25875,3,52.97,313.11,6.86
2025-05-20,Meta Ads,Lead Gen,Last Touch,17591,1072,43223.04,45,129240,14727,4,40.32,960.51,2.99
2025-03-03,Email,Discount Offer,Last Touch,25414,1023,21677.37,118,514480,24016,3,21.19,183.71,23.73
2025-02-01,Google Ads,Retargeting,Linear,10340,395,21796.1,57,103512,9618,2,55.18,382.39,4.75
2025-02-18,Google Ads,Loyalty,Last Touch,29093,1477,60571.77,200,703800,24019,1,41.01,302.86,11.62
2025-02-26,Email,Loyalty,Last Touch,11551,572,19236.36,90,365760,5994,2,33.63,213.74,19.01
2025-01-09,Email,Festive Offer,Linear,34615,2577,140317.65,194,335620,25618,4,54.45,723.29,2.39
2025-01-02,Email,Discount Offer,Last Touch,21604,1133,22727.98,141,489834,20478,3,20.06,161.19,21.55
2025-02-23,Meta Ads,App Install,Last Touch,41609,1478,69924.18,144,410832,35795,4,47.31,485.58,5.88
2025-06-20,Display Ads,Brand Awareness,First Touch,30413,1118,26977.34,191,742417,29014,5,24.13,141.24,27.52
2025-04-27,Direct Traffic,New Product Launch,First Touch,46880,3082,146518.28,113,240012,29241,3,47.54,1296.62,1.64
2025-05-29,Display Ads,App Install,Last Touch,37759,2785,60518.05,446,747496,18889,3,21.73,135.69,12.35
2025-05-19,Email,Lead Gen,First Touch,43446,1659,88607.19,158,708472,28840,1,53.41,560.81,8.0
2025-05-19,Google Ads,Summer Sale,Last Touch,6280,448,23273.6,24,33840,5003,5,51.95,969.73,1.45
2025-05-30,Email,Loyalty,Linear,24588,1676,49442.0,79,129560,13133,4,29.5,625.85,2.62
2025-05-28,Display Ads,Festive Offer,Last Touch,34463,1437,61834.11,118,306564,32348,2,43.03,524.02,4.96
2025-05-12,Social Media,App Install,First Touch,15906,687,26092.26,51,131733,10151,1,37.98,511.61,5.05
2025-02-22,Social Media,Brand Awareness,Linear,38257,1356,59162.28,148,388944,32787,1,43.63,399.75,6.57
2025-04-22,Display Ads,Loyalty,Linear,44155,1365,72358.65,174,499380,24294,2,53.01,415.85,6.9
2025-05-13,Meta Ads,Festive Offer,Linear,36218,797,38184.27,76,228380,33058,4,47.91,502.42,5.98
2025-06-02,Email,App Install,First Touch,47877,1546,57789.48,237,424467,36266,2,37.38,243.84,7.35
2025-05-08,Display Ads,Loyalty,First Touch,34100,824,40244.16,31,92783,24860,3,48.84,1298.2,2.31
2025-02-01,Meta Ads,Lead Gen,Linear,32488,985,41724.6,34,115940,32084,2,42.36,1227.19,2.78
2025-03-15,Meta Ads,Retargeting,First Touch,17621,1076,52046.12,40,71440,12343,5,48.37,1301.15,1.37
2025-05-31,Meta Ads,Winter Sale,Last Touch,29843,637,18383.82,86,112832,28593,4,28.86,213.77,6.14
2025-05-25,Email,New Product Launch,Linear,5151,226,5848.88,11,28556,4367,5,25.88,531.72,4.88
2025-04-11,Email,Retargeting,Linear,25022,636,21814.8,42,173460,13306,1,34.3,519.4,7.95
2025-04-08,Email,Winter Sale,Linear,41417,1664,59321.6,244,633180,28749,1,35.65,243.12,10.67
2025-01-30,Social Media,Lead Gen,First Touch,21772,653,17108.6,50,89300,19559,1,26.2,342.17,5.22
2025-03-24,Meta Ads,App Install,Last Touch,24836,1943,52441.57,291,920724,21546,4,26.99,180.21,17.56
2025-05-21,Social Media,App Install,Linear,31010,671,11661.98,43,155531,17635,2,17.38,271.21,13.34
2025-02-01,Meta Ads,Discount Offer,Last Touch,7240,536,6882.24,93,235755,5914,4,12.84,74.0,34.26
2025-04-17,Meta Ads,Loyalty,Linear,48373,1349,67692.82,154,674674,40046,2,50.18,439.56,9.97
2025-05-13,Display Ads,New Product Launch,Linear,9999,350,5666.5,26,69758,8347,2,16.19,217.94,12.31
2025-05-28,Google Ads,App Install,Linear,42842,1865,44051.3,175,378000,27800,2,23.62,251.72,8.58
2025-05-19,Social Media,Lead Gen,First Touch,35867,727,18073.22,98,189336,35204,4,24.86,184.42,10.48
2025-03-21,Email,Discount Offer,First Touch,6389,184,2995.52,24,102720,3208,1,16.28,124.81,34.29
2025-05-06,Email,Winter Sale,Last Touch,22798,547,12209.04,57,100491,22188,1,22.32,214.19,8.23
2025-01-15,Email,Festive Offer,Last Touch,13625,987,24299.94,139,610766,7612,3,24.62,174.82,25.13
2025-02-13,Display Ads,Loyalty,Last Touch,21571,788,40117.08,50,207700,17309,1,50.91,802.34,5.18
2025-05-04,Social Media,Summer Sale,Last Touch,40576,3080,153568.8,185,656010,32492,5,49.86,830.1,4.27
2025-05-07,Meta Ads,New Product Launch,Linear,41398,1364,48858.48,172,506540,22303,1,35.82,284.06,10.37
2025-03-08,Email,App Install,Linear,15061,508,14665.96,20,84740,12966,5,28.87,733.3,5.78
2025-03-29,Social Media,Discount Offer,Linear,46567,2217,28754.49,81,132597,41813,4,12.97,354.99,4.61
2025-05-08,Social Media,App Install,Linear,13666,296,4354.16,12,20820,7211,1,14.71,362.85,4.78
2025-05-24,Meta Ads,Lead Gen,Linear,28123,775,15345.0,40,140560,21433,1,19.8,383.62,9.16
2025-03-10,Social Media,New Product Launch,Last Touch,43370,1753,28749.2,291,758637,39233,3,16.4,98.79,26.39
2025-03-24,Google Ads,Discount Offer,Last Touch,18828,1282,53318.38,54,197802,12115,1,41.59,987.38,3.71
2025-04-30,Email,App Install,Last Touch,12254,976,56686.08,163,395112,10725,4,58.08,347.77,6.97
2025-03-02,Social Media,Festive Offer,First Touch,30262,841,33026.07,90,309060,19026,1,39.27,366.96,9.36
2025-02-15,Email,Loyalty,Last Touch,34460,1176,65914.8,111,492063,32338,4,56.05,593.83,7.47
2025-02-13,Email,Winter Sale,First Touch,46638,1788,72843.12,145,354670,43721,4,40.74,502.37,4.87
2025-05-13,Display Ads,Retargeting,Linear,29667,1237,16996.38,204,873528,26482,3,13.74,83.32,51.39
2025-02-27,Social Media,Brand Awareness,First Touch,45198,3387,35360.28,511,1178366,40095,1,10.44,69.2,33.32
2025-06-14,Email,Retargeting,Last Touch,35860,1967,58577.26,73,96725,19563,5,29.78,802.43,1.65
2025-03-15,Google Ads,Loyalty,First Touch,32456,2010,66551.1,204,351288,20946,2,33.11,326.23,5.28
2025-04-14,Display Ads,Retargeting,First Touch,28984,1034,16544.0,36,104004,27302,5,16.0,459.56,6.29
2025-03-01,Google Ads,Loyalty,First Touch,22591,1702,69339.48,66,106260,22415,3,40.74,1050.6,1.53
2025-02-07,Display Ads,New Product Launch,First Touch,12448,810,14247.9,46,113712,6763,3,17.59,309.74,7.98
2025-05-06,Email,Festive Offer,Linear,5835,424,17371.28,45,77175,5417,2,40.97,386.03,4.44
2025-02-25,Email,Loyalty,Linear,22884,1073,25666.16,57,194142,21884,2,23.92,450.28,7.56
2025-06-15,Email,Loyalty,Last Touch,49852,2239,98650.34,331,1477915,27626,3,44.06,298.04,14.98
2025-03-05,Social Media,Brand Awareness,First Touch,15889,728,40374.88,102,316608,13912,2,55.46,395.83,7.84
2025-04-14,Email,Brand Awareness,First Touch,18290,523,19486.98,60,244800,10055,4,37.26,324.78,12.56
2025-03-18,Display Ads,Festive Offer,First Touch,47265,1829,28477.53,192,426432,46755,3,15.57,148.32,14.97
2025-03-23,Email,Brand Awareness,Linear,23621,721,15090.53,64,205952,21618,2,20.93,235.79,13.65
2025-06-30,Direct Traffic,Brand Awareness,Linear,33368,1554,41818.14,247,873886,24044,5,26.91,169.3,20.9
2025-02-20,Email,New Product Launch,Linear,42654,1877,16893.0,146,301928,40658,2,9.0,115.71,17.87
2025-06-26,Email,Retargeting,Linear,35723,1910,37378.7,188,416608,34603,1,19.57,198.82,11.15
2025-02-26,Meta Ads,Brand Awareness,Last Touch,20233,741,15501.72,122,485804,13527,1,20.92,127.06,31.34
2025-02-16,Meta Ads,Festive Offer,Last Touch,11649,823,13110.39,118,264084,6001,5,15.93,111.1,20.14
2025-05-18,Email,New Product Launch,Linear,35057,1031,21207.67,84,212268,19907,4,20.57,252.47,10.01
2025-01-13,Meta Ads,New Product Launch,First Touch,26407,679,6430.13,92,248124,19043,3,9.47,69.89,38.59
2025-05-17,Display Ads,Brand Awareness,Linear,22483,1304,57780.24,92,167716,21851,3,44.31,628.05,2.9
2025-03-29,Display Ads,Winter Sale,First Touch,10157,564,9097.32,85,132430,6156,3,16.13,107.03,14.56
2025-03-01,Social Media,Brand Awareness,Last Touch,38873,953,12141.22,64,268864,30749,1,12.74,189.71,22.14
2025-03-31,Direct Traffic,New Product Launch,Linear,25320,1434,30400.8,206,304880,22760,4,21.2,147.58,10.03
2025-01-29,Email,App Install,Last Touch,28458,1416,20262.96,240,712800,27295,2,14.31,84.43,35.18
2025-02-14,Social Media,Retargeting,Last Touch,31842,1106,57147.02,104,442104,22646,2,51.67,549.49,7.74
2025-01-20,Direct Traffic,Lead Gen,Linear,28899,2124,96089.76,139,241582,14600,1,45.24,691.29,2.51
2025-04-28,Display Ads,Discount Offer,Last Touch,7722,288,3124.8,34,132634,5439,5,10.85,91.91,42.45
2025-04-02,Direct Traffic,Festive Offer,Linear,34189,1628,19568.56,95,197885,30937,1,12.02,205.98,10.11
2025-05-10,Google Ads,Loyalty,First Touch,12163,275,15306.5,39,113490,12083,1,55.66,392.47,7.41
2025-01-13,Direct Traffic,New Product Launch,Linear,14751,724,25122.8,76,121752,11781,5,34.7,330.56,4.85
2025-02-23,Google Ads,Winter Sale,Last Touch,48020,1290,73259.1,146,243236,37367,5,56.79,501.77,3.32
2025-05-02,Direct Traffic,Lead Gen,Linear,28089,711,35905.5,59,172398,23806,1,50.5,608.57,4.8
2025-03-31,Direct Traffic,Brand Awareness,Linear,43745,1877,111963.05,269,913524,27125,4,59.65,416.22,8.16
2025-05-03,Meta Ads,Lead Gen,First Touch,5788,282,4545.84,29,35003,5508,5,16.12,156.75,7.7
2025-01-29,Direct Traffic,Winter Sale,Last Touch,15114,875,27842.5,72,169776,7702,4,31.82,386.7,6.1
2025-05-13,Meta Ads,Brand Awareness,Linear,19545,449,12940.18,43,143233,19340,5,28.82,300.93,11.07
2025-04-06,Google Ads,Winter Sale,Last Touch,23615,1333,24833.79,132,201300,16070,4,18.63,188.13,8.11
2025-05-04,Email,Loyalty,First Touch,33493,1431,49784.49,132,359832,18986,5,34.79,377.16,7.23
2025-03-28,Display Ads,Discount Offer,First Touch,32851,1256,38207.52,103,379864,28399,4,30.42,370.95,9.94
2025-02-23,Email,New Product Launch,First Touch,38015,871,35310.34,83,299630,23809,1,40.54,425.43,8.49
2025-01-09,Meta Ads,Summer Sale,Linear,27682,1265,60011.6,78,339768,21536,4,47.44,769.38,5.66
2025-05-04,Meta Ads,Brand Awareness,Linear,18111,470,15862.5,53,87079,11690,4,33.75,299.29,5.49
2025-01-28,Email,Winter Sale,Linear,36489,2203,19077.98,100,227500,20130,2,8.66,190.78,11.92
2025-04-06,Email,Summer Sale,Last Touch,6558,390,23333.7,29,38512,5356,1,59.83,804.61,1.65
2025-06-20,Social Media,Loyalty,Linear,18682,1010,34127.9,125,271250,17867,5,33.79,273.02,7.95
2025-05-03,Meta Ads,Winter Sale,Last Touch,11382,495,4301.55,74,322714,8001,2,8.69,58.13,75.02
2025-05-15,Meta Ads,Brand Awareness,First Touch,6960,381,8812.53,29,107851,4738,5,23.13,303.88,12.24
2025-02-27,Google Ads,App Install,Linear,23217,612,36450.72,70,268590,18370,3,59.56,520.72,7.37
2025-03-11,Display Ads,Festive Offer,First Touch,38553,2203,97042.15,184,614008,31648,2,44.05,527.4,6.33
2025-02-07,Email,Retargeting,Last Touch,26450,1531,16687.9,84,186732,13837,2,10.9,198.67,11.19
2025-02-27,Email,Brand Awareness,Last Touch,30050,1941,61102.68,305,493490,18047,3,31.48,200.34,8.08
2025-01-21,Direct Traffic,Summer Sale,Linear,41953,2693,137235.28,122,404430,41588,2,50.96,1124.88,2.95
2025-05-10,Google Ads,Summer Sale,First Touch,32054,1415,14517.9,157,262190,29950,2,10.26,92.47,18.06
2025-02-25,Social Media,Retargeting,Last Touch,39550,2104,101223.44,216,802440,20877,5,48.11,468.63,7.93
2025-05-23,Display Ads,New Product Launch,Last Touch,10432,412,13443.56,50,172950,7524,3,32.63,268.87,12.86
2025-03-19,Meta Ads,Brand Awareness,First Touch,15490,1052,22618.0,119,265132,12141,5,21.5,190.07,11.72
2025-04-11,Meta Ads,Discount Offer,First Touch,35244,1201,14399.99,102,216954,20036,1,11.99,141.18,15.07
2025-05-17,Google Ads,Retargeting,Last Touch,49501,2120,81683.6,102,232458,28732,5,38.53,800.82,2.85
2025-03-05,Direct Traffic,Loyalty,Last Touch,5419,232,2150.64,22,96910,3087,5,9.27,97.76,45.06
2025-05-26,Direct Traffic,Discount Offer,First Touch,43021,2936,117469.36,411,1129839,41146,2,40.01,285.81,9.62
2025-03-19,Direct Traffic,App Install,Last Touch,41713,2216,107276.56,162,224370,28079,3,48.41,662.2,2.09
2025-01-21,Email,Discount Offer,First Touch,9571,487,6701.12,77,269731,5633,3,13.76,87.03,40.25
2025-01-03,Email,Discount Offer,Linear,20168,592,24319.36,57,205485,10120,3,41.08,426.66,8.45
2025-03-21,Display Ads,Brand Awareness,Linear,28668,1285,48534.45,91,126945,27550,4,37.77,533.35,2.62
2025-04-27,Google Ads,Winter Sale,Linear,37986,1805,34403.3,60,97680,27600,3,19.06,573.39,2.84
2025-04-10,Email,Summer Sale,Last Touch,13201,1013,16137.09,80,250720,11512,3,15.93,201.71,15.54
2025-01-14,Display Ads,Winter Sale,First Touch,19580,643,38348.52,62,139934,19302,5,59.64,618.52,3.65
2025-05-15,Display Ads,Brand Awareness,Linear,20051,698,9450.92,44,187528,14758,1,13.54,214.79,19.84
2025-02-17,Direct Traffic,Festive Offer,Last Touch,9640,195,5467.8,12,35364,8513,3,28.04,455.65,6.47
2025-03-01,Google Ads,Lead Gen,First Touch,27785,1370,78487.3,90,360630,27597,1,57.29,872.08,4.59
2025-01-21,Google Ads,Lead Gen,Linear,31610,1853,43286.08,274,514572,21082,2,23.36,157.98,11.89
2025-04-12,Google Ads,Festive Offer,Last Touch,6397,151,4668.92,26,73788,5098,5,30.92,179.57,15.8
2025-03-18,Social Media,Festive Offer,Linear,46690,2569,89863.62,181,404173,40278,1,34.98,496.48,4.5
2025-04-30,Google Ads,New Product Launch,Last Touch,11981,257,2770.46,42,187656,9828,1,10.78,65.96,67.73
2025-01-19,Display Ads,App Install,First Touch,47850,2336,88417.6,178,357424,30543,1,37.85,496.73,4.04
2025-04-24,Social Media,Discount Offer,First Touch,9842,458,17326.14,65,91845,5220,3,37.83,266.56,5.3
